קוד מקווה מים,שם תחנה,נחל/קבוצה,תאריך,מעבדה,Collector,pH,Temp (°C),Doxsat (%),Do (mg/l),Ec (Mmho/cm),Secchi (Cm),Nju (Jackson),צבע שדה,Q (m³/h),Dept (m),Turb (NTU),Hardness (mg/l),Ntot (mg/l),BODt (mg/l),BODs (mg/l),CODt (mg/l),CODs (mg/l),NH4 (mg/l),NO3 (mg/l),NO2 (mg/l),PO4 (mg/l),SO4 (mg/l),ABS (mg/l),Psos (mg/l),Ptot (mg/l),TKN (mg/l),TSS105 (mg/l),TSS550 (mg/l),TS (mg/l),TDS (mg/l),CO3 (mg/l),H2S (mg/l),HCO3 (mg/l),Rem_Cl (mg/l),Toc (mg/l),Minoil (mg/l),TPH (mg/l),Fcoli (cfu/100 ml),Ecoli (cfu/100 ml),TOTB (cfu/ml),Fstrp (cfu/100 ml),Coli (cfu/100 ml),Fentr (cfu/100 ml),Pseud (cfu/100 ml),Cl (mg/l),F (mg/l),Ca (mg/l),Mg (mg/l),Na (mg/l),K (mg/l),Br (mg/l),B (mg/l),Al (mg/l),Cd (mg/l),Cu (mg/l),Fe (mg/l),Ni (mg/l),Zn (mg/l),S (mg/l),Ti (mg/l),Si (mg/l),Pb (mg/l),Ag (mg/l),Cr (mg/l),Mn (mg/l),Co (mg/l),Li (mg/l),Ba (mg/l),Sr (mg/l),Mo (mg/l),As (mg/l),Sn (mg/l),Hg (mg/l),V (mg/l),Se (mg/l),Be (mg/l),Sb (mg/l),Xylene (µ/l),Toluen (µ/l),Benzen (µ/l),Note
540,גשר שייח חוסיין,ירדן תחתון,8/5/2000,,הלל גלזמן,8,23.8,69,6,6.36,,,,,,,,,15,,127,,0.02,,,2.3,0.8,,,,8,103,,,,,,,,,1,,2600,,,,,,,1637,,,,,,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,גשר שייח חוסיין,ירדן תחתון,23/10/2000,,הלל גלזמן,8.5,22.1,64,5.6,6.45,,,,,,,,,6.25,,86,,1.2,,,2.2,0.1,,,,3.3,62,,,,,,,,,1,,50000,,,,,,,1889,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,גשר שייח חוסיין,ירדן תחתון,23/4/2001,בקטוכם,הלל גלזמן,7.68,24.5,90,7.5,0.14,,,,,,,,,9.9,,83,,2.88,,,3.2,0.3,,,,4.8,56,,,,,,,,,5,,3100,,,,,,,1691,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,גשר שייח חוסיין,ירדן תחתון,4/11/2001,בקטוכם,הלל גלזמן,8,24.4,100,8.1,5.97,,,,,,,,,6.4,,80,,1.9,,,2.75,0.24,,,,3.6,40,,,,,,,,,5,,4300,,,,,,,1950,,,,,,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,גשר שייח חוסיין,ירדן תחתון,19/5/2002,בקטוכם,הלל גלזמן,7.9,26.8,8.9,123,6.47,,,,,,,,,14.4,,93,,2.5,,,2,0.07,,,,6.2,76,,,,,,,,,5,,1800,,,,,,,1801,,,,,,,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,גשר שייח חוסיין,ירדן תחתון,11/11/2002,בקטוכם,הלל גלזמן,7.64,21,,,6.22,,,,,,,,,31.3,,144,,1.9,,,3.4,0.3,,,,4.6,145,,,,,,,,,5,,4500,,,,,,,1832,,,,,,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,גשר שייח חוסיין,ירדן תחתון,2/6/2003,בקטוכם,ראובן אורטל,8.2,27.2,166,12.8,6.83,,,,,,,,,12,,151,,0.5,25.9,,2.1,0.5,,,,3.2,83,,,,,,,,,5,,70,,,,,,,1560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,גשר שייח חוסיין,ירדן תחתון,5/11/2003,בקטוכם,הלל גלזמן,8,23.5,101,8.4,6,,,,,,,,,7.2,,69,,0.92,13.7,,1.2,0.66,,,,5.3,75,,,,,,,,,5,,15000,,,,,,,1893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,גשר שייח חוסיין,ירדן תחתון,10/5/2004,בקטוכם,הלל גלזמן,7.8,26.1,105,8.4,5.66,,,,,,,,,12.3,,94,,0.92,,,4.6,0.53,,,,5.1,92,,,,,,,,,,,3000,,,,,,,1755,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,גשר שייח חוסיין,ירדן תחתון,10/11/2004,בקטוכם,הלל גלזמן,7.8,23.7,92,80,6,,,,,,,,,14,,74,,1.06,,,1.1,,,,,4.5,90,,,,,,,,,,,12000,,,,,,,1879,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,
540,גשר שייח חוסיין,ירדן תחתון,19/5/2005,בקטוכם,הלל גלזמן,8.28,27.5,239,19,5.43,,,,,,,,,18.5,,56,,1.2,3.2,0.66,,,,,1.5,5.5,62,,,,,,,,,,,3600,,,,,,,1657,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,N חנקן כללי = 9.4
540,גשר שייח חוסיין,ירדן תחתון,16/11/2005,בקטוכם,הלל גלזמן,7.87,19.3,72,6,6,,,,,,,,8.5,15,,72,,1.9,1,0.71,,,,,2.2,7.8,33,,,,,,,,,,,7300,,,,,,,1892,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,
540,גשר שייח חוסיין,ירדן תחתון,17/5/2006,בקטוכם,הלל גלזמן,8.08,24.7,211,17.5,5.09,,,,,,,,9.94,18,,40,,1.8,4.2,0.54,,,,,1.3,5.2,50,,,,,,,,12.8,,,1700,,,,,,,1651,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,
540,גשר שייח חוסיין,ירדן תחתון,7/11/2006,בקטוכם,הלל גלזמן,7.46,18.8,61,5.2,4.01,,,,,,,,8,15,,54,,3.3,0.46,0.41,,,,,1.6,7.1,84,,,,,,,,14.5,,,,,,,,,,1524,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,
540,גשר שייח חוסיין,ירדן תחתון,2/5/2007,בקטוכם,הלל גלזמן,7.91,25.5,166,13.1,4.31,,,,,,,,10,15,,102,,1.4,3.4,0.96,,,,,1.9,5.7,64,,,,,,,,,,,1700,,,,,,,1659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,גשר שייח חוסיין,ירדן תחתון,12/11/2007,בקטוכם,הלל גלזמן,7.65,20.9,84,7,5.75,,,,,,,,7.6,13.6,,57,,0.5,2.9,0.48,,,,,1.9,4.2,35,,,,,,,,,,,3500,,,,,,,1744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,גשר שייח חוסיין,ירדן תחתון,2/6/2008,בקטוכם,הלל גלזמן,8.87,32.8,275,19.4,5.34,,,,,,,,7.2,5.1,,92,,3.8,2.3,0.78,,,,,2.1,4.1,234,,,,,,,,3.2,,,90,,,,,,,1666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,גשר שייח חוסיין,ירדן תחתון,11/11/2008,בקטוכם,הלל גלזמן,7.92,21.3,91,7.8,5.5,,,,,,,,6.6,10,,70,,0.05,3.4,0.57,,,,,2.8,2.6,43,,,,,,,,,,,3900,,,,,,,1878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,גשר שייח חוסיין,ירדן תחתון,25/5/2009,בקטוכם,הלל גלזמן,8.86,27.9,86,6.6,3.06,,,,,,,,6.4,8,,166,,0.05,2,0.24,,,,,1.4,4.2,79,,,,,,,,62.9,,,100,,,,,,,1489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,גשר שייח חוסיין,ירדן תחתון,26/10/2009,בקטוכם,הלל גלזמן,7.64,25.8,154,12.6,5.74,,,,,,,,9,24,,52,,0.05,2,0.58,,,,,1.5,6.4,68,,,,,,,,10.6,,,2300,,,,,,,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,גשר שייח חוסיין,ירדן תחתון,28/4/2010,בקטוכם,הלל גלזמן,8.14,25.5,135,11.3,5.66,,,,,,,,9.2,10,,45,,0.4,4.3,0.62,,,,,1.1,4.3,120,,,,,,,,8.8,,,1300,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,גשר שייח חוסיין,ירדן תחתון,17/11/2010,בקטוכם,הלל גלזמן,7.75,20.4,90,7.7,6.68,,,,,,,,,12,,58,,0.05,5.5,0.93,,,,,0.7,6.5,38,,,,,,,,13.4,,,3600,,,,,,,1878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,גשר שייח חוסיין,ירדן תחתון,28/6/2011,בקטוכם,הלל גלזמן,8.21,30.3,200,16,6.22,,,,,,,,8.1,15,,46,,2.3,1.1,0.58,,,,,4.6,6.4,5,,,,,,,,7.5,,,2500,,,,,,,1680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,גשר שייח חוסיין,ירדן תחתון,13/11/2011,בקטוכם,הלל גלזמן,7.74,17.3,78,7.3,6.64,,,,,,,,10.9,11.2,,58,,0.3,1.8,0.2,,,,,0.7,8.9,51,,,,,,,,13.6,,,21000,,,,,,,1914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,גשר שייח חוסיין,ירדן תחתון,12/6/2012,בקטוכם,הלל גלזמן,8.28,29.5,154,12,6.34,,,,,,,,3.4,10,,58,,0.7,1.2,0.18,,,,,0.93,2,35,,,,,,,,14.9,,,350,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,גשר שייח חוסיין,ירדן תחתון,11/12/2012,בקטוכם,הלל גלזמן,7.54,17.3,47,4.6,6.06,,,,,,,,11.74,6.9,,42,,8.6,0.6,0.14,,,,,3.7,11,8,,,,,,,,12.8,,,42000,,,,,,,1666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,גשר שייח חוסיין,ירדן תחתון,6/5/2013,בקטוכם,הלל גלזמן,,,,,,,,,,,,,7.8,8.6,,40,,1.5,5.2,0.19,,,,,1.5,2.4,50,,,,,,,,8.5,,,300,,,,,,,1737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,גשר שייח חוסיין,ירדן תחתון,15/12/2013,בקטוכם,הלל גלזמן,,,,,,,,,,,,,5.6,13,,38,,0.05,4.2,0.03,,,,,2.25,1.4,5,,,,,,,,10.5,,,7300,,,,,,,1607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,גשר שייח חוסיין,ירדן תחתון,13/5/2014,בקטוכם,הלל גלזמן,,,,,,,,,,,,,29.9,7.1,,52,,11,12.5,0.47,,,,,1.4,16.9,108,,,,,,,,8.5,,,350,,,,,,,1545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,גשר שייח חוסיין,ירדן תחתון,12/11/2014,בקטוכם,הלל גלזמן,,,,,,,,,,,,,304,2.2,,42,,0.05,0.75,0.09,,,,,1.03,2.2,29,,,,,,,,16.4,,,37000,,,,,,,1660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,גשר שייח חוסיין,ירדן תחתון,26/5/2015,בקטוכם,הלל גלזמן,,,,,,,,,,,,,18.3988,15,,54,,6.1,3.4,0.8,,,,,1.39,14.2,106,,,,,,,,8.945,,,620,,,,,,,1384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,גשר שייח חוסיין,ירדן תחתון,21/10/2015,בקטוכם,הלל גלזמן,,,,,,,,,,,,,10.2888,6.1,,50,,0.05,3.5,2.25,,,,,0.78,4.5,-50,,,,,,,,17,,,64000,,,,,,,1697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tss=חול-50
540,גשר שייח חוסיין,ירדן תחתון,17/5/2016,בקטוכם,הלל גלזמן,,,,,,,,,,,,,8.3146,3.5,,35,,1,1.7,0.561,,,,,1.07,6.1,98,,,,,,,,6.446,,,1400,,,,,,,1491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,גשר שייח חוסיין,ירדן תחתון,8/11/2016,בקטוכם,הלל גלזמן,,,,,,,,,,,,,14.18,8.7,,52,,6.95,3.3,0.58,,,,,0.77,10.3,22,,,,,,,,5.9,,,13,,,,,,,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,גשר שייח חוסיין,ירדן תחתון,8/5/2017,בקטוכם,הלל גלזמן,,,,,,,,,,,,,12.66,6.4,,38,,9.52,0.7,0.366,,,,,1.11,11.6,48.66,,,,,,,,6.14,,,1600,,,,,,,1402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,גשר שייח חוסיין,ירדן תחתון,6/11/2017,בקטוכם,הלל גלזמן,7.66,,,,5830,,,,,,,,6.86,1.9,,35,,1.2,1.3,0.697,,,,,0.82,4.86,48,,,,,,,,8.8,,,13000,,,,,,,1548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,גשר שייח חוסיין,ירדן תחתון,24/5/2018,בקטוכם,הלל גלזמן,,,,,,,,,,,,,5.84,3.5,,88,,2.4,0.27,0.574,,,,,1.16,5,24,,,,,,,,20.4,,,1400,,,,,,,1487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,גשר שייח חוסיין,ירדן תחתון,13/11/2018,בקטוכם,דותן חרוש,,,,,,,,,,,,,4.15,11,,40,,1.88,0.2,0.091,,,,,0.8,4.06,5.5,,,,,,,,9.47,,,180000,,,,,,,1423.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,גשר שייח חוסיין,ירדן תחתון,21/5/2019,בקטוכם,דותן חרוש,,,,,,,,,,,,,10.61,4.5,,35,,6.12,1.48,0.737,,,,,0.57,8.39,161,,,,,,,,5.12,,,1200,,,,,,,1579.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,גשר שייח חוסיין,ירדן תחתון,12/12/2019,בקטוכם,דותן חרוש,,,,,,,,,,,,,8.84,2.5,,35,,2.82,4,0.224,,,,,2.85,4.62,569,,,,,,,,7.3,,,24000,,,,,,,1570.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,גשר שייח חוסיין,ירדן תחתון,23/4/2020,בקטוכם,דותן חרוש,,,,,,,,,,,,,13.69,6.7,,35,,2.48,8.25,0.1,,,,,1.51,5.34,266,,,,,,,,4.06,,,2300,,,,,,,1432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,גשר שייח חוסיין,ירדן תחתון,31/10/2021,בקטוכם,הגר סבטי,,,,,,,,,,,,,15.09,4.3,,35,,0.1,5.87,0.587,,,,,1.08,8.63,83,,,,,,,,4.63,,,5500,,,4700,,,,1404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מים עכורים מעט.
540,גשר שייח חוסיין,ירדן תחתון,11/5/2022,בקטוכם,הגר סבטי,,,,,,,,,,,,,20.86,3.1,,35,,4.26,9.53,1.44,,,,,1.98,9.89,221,,,,,,,,5,,,1200,,,1300,,,,1347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"מים עכורים, מעט קצף, מפלס נמוך."
540,גשר שייח חוסיין,ירדן תחתון,13/11/2022,בקטוכם,אורית כץ,,,,,,,,,,,,,14.02,5.5,,35,,0.48,6.65,0.015,,,,,1.24,7.35,24,,,,,,,,6.6,,,120000,,,3100,,,,1455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"מים עכורים, ספיקה בינונית אבל חזקה יחסית לנקודה. מים עכורים."
540,גשר שייח חוסיין,ירדן תחתון,21/5/2023,בקטוכם,אורית כץ,,,,,,,,,,,,,12.54,2.9,,35,,5.85,1.98,2.72,,,,,1.22,7.84,40.5,,,,,,,,3.7,,,12000,,,5700,,,,1510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,גשר שייח חוסיין,ירדן תחתון,5/5/2024,בקטוכם,אורית כץ,,,,,,,,,,,,,12.79,4.3,,35,,3.92,2.77,0.763,,,,,1.73,9.26,81,,,3870,,,,,4,,,1700,,,690,,,,1633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,"תחנת השאיבה ""בשפעה""",ירדן תחתון,29/3/1995,,הלל גלזמן,7.87,19.5,,4.4,3.7,0.15,,,7000,,,,,20.2,,92,,4.8,,,,,0.02,,,,88,,,,,,,,,,,,,,,,,,885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,"תחנת השאיבה ""בשפעה""",ירדן תחתון,6/12/1995,,,7.12,16.2,,6.2,4.79,,,,4500,,,,,6,,81,,2,,,,,0.07,,,,72,,,,,,,,,,,,,,,,,,1297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,"תחנת השאיבה ""בשפעה""",ירדן תחתון,19/8/1996,,הלל גלזמן,8,30.3,73,5.4,5.53,0.25,,ירוק,,0.4,,,,11.5,,33.5,,,,,,,,,,6.65,105,,,,,,,,,,,,,,,,,,1496,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,"תחנת השאיבה ""בשפעה""",ירדן תחתון,27/11/1996,,הלל גלזמן,8.15,22.8,73,6.3,5.53,0.3,,ירוק,,0.4,,,,11.5,,100,,,,,,,,,,8.4,131,,,,,,,,,,,800,,,250,,,,1671,,,,,,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,"תחנת השאיבה ""בשפעה""",ירדן תחתון,8/9/1997,,הלל גלזמן,7.53,28.1,44,3.2,6.87,,,,,,,,,7.7,,37.5,,,,,,,0.001,,,5.36,66,,,,,,,,,,,,,,,,,,1485,,,,,,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,"תחנת השאיבה ""בשפעה""",ירדן תחתון,12/5/1998,,הלל גלזמן,7.61,27.5,63,4.9,5.08,,,,,,,,,16,,140,,,,,2.3,,,,,16.8,67,,,,,,,,,,,,,,,,,,1500,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,"תחנת השאיבה ""בשפעה""",ירדן תחתון,10/11/1998,,הלל גלזמן,7.5,25.3,102,8.1,4.7,,,,,,,,,3.6,,57,,,,,0.3,,,,,4.5,27,,,,,,,,,,,,,,,,,,1205,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,"תחנת השאיבה ""בשפעה""",ירדן תחתון,19/5/1999,,הלל גלזמן,8,28.8,164,12.5,6.3,,,,,,,,,9.8,,86,,,,,,,,,0.6,3.8,242,,,,,,,,,,,,,,,,,,1654,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,"תחנת השאיבה ""בשפעה""",ירדן תחתון,9/11/1999,,הלל גלזמן,8,21,59,5.4,6.32,,,,,,,,,11.4,,80,,,,,,,,,2,3.1,68,,,,,,,,,,,17000,,,,,,,1787,,250,150,730,43,,1.11,0.6,0.01,0.01,0.8,0.03,0.06,,,,,,,,,,,,,,,,,,,,,,,
541,"תחנת השאיבה ""בשפעה""",ירדן תחתון,23/10/2000,,הלל גלזמן,8.5,22,60,5.2,6.38,,,,,,,,,6.1,,54,,0.7,,,1.5,0.1,,,,5.5,115,,,,,,,,,1,,4400,,,,,,,1868,,,,,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,"תחנת השאיבה ""בשפעה""",ירדן תחתון,23/4/2001,בקטוכם,הלל גלזמן,7.8,23.9,49,4.1,6,,,,,,,,,8.4,,72,,0.84,,,2.9,0.38,,,,3.5,127,,,,,,,,,5,,900,,,,,,,1670,,,,,,,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,"תחנת השאיבה ""בשפעה""",ירדן תחתון,4/11/2001,בקטוכם,הלל גלזמן,7.8,26.6,135,11,6.12,,,,,,,,,14,,92,,0.77,,,3.7,0.26,,,,4.3,49,,,,,,,,,5,,640,,,,,,,2003,,,,,,,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,"תחנת השאיבה ""בשפעה""",ירדן תחתון,19/5/2002,בקטוכם,הלל גלזמן,7.7,27.1,5,66,6.16,,,,,,,,,16.5,,82,,0.02,,,2,0.05,,,,2.9,96,,,,,,,,,5,,440,,,,,,,1772,,,,,,,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,"תחנת השאיבה ""בשפעה""",ירדן תחתון,11/11/2002,בקטוכם,הלל גלזמן,7.68,21,,,6.36,,,,,,,,,13.2,,58,,0.5,,,2.2,0.15,,,,2.4,262,,,,,,,,,5,,2900,,,,,,,1867,,,,,,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,"תחנת השאיבה ""בשפעה""",ירדן תחתון,5/11/2003,בקטוכם,הלל גלזמן,8,23,78,6.2,5.9,,,,,,,,,7.2,,115,,0.28,17.4,,1.5,0.5,,,,3.1,131,,,,,,,,,5,,8000,,,,,,,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,"תחנת השאיבה ""בשפעה""",ירדן תחתון,10/5/2004,בקטוכם,הלל גלזמן,7.8,25.6,60,5,5.6,,,,,,,,,8,,68,,0.05,,,7.3,0.47,,,,3.1,100,,,,,,,,,,,2100,,,,,,,1684,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,"תחנת השאיבה ""בשפעה""",ירדן תחתון,10/11/2004,בקטוכם,הלל גלזמן,7.8,23.1,97,8.3,6,,,,,,,,,15,,78,,0.56,,,1.4,,,,,3.3,152,,,,,,,,,,,3500,,,,,,,1897,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,
541,"תחנת השאיבה ""בשפעה""",ירדן תחתון,19/5/2005,בקטוכם,הלל גלזמן,8.14,27.5,107,7.8,5.39,,,,,,,,,14.4,,54,,0.2,3.4,0.12,,,,,1.3,2.8,136,,,,,,,,,,,350,,,,,,,1650,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,N חנקן כללי = 6.3
541,"תחנת השאיבה ""בשפעה""",ירדן תחתון,17/5/2006,בקטוכם,הלל גלזמן,7.9,24.7,98,7.8,4.96,,,,,,,,7.9,17,,58,,0.05,4.2,0.12,,,,,1.1,3.6,121,,,,,,,,15.26,,,160,,,,,,,1690,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,
541,"תחנת השאיבה ""בשפעה""",ירדן תחתון,7/11/2006,בקטוכם,הלל גלזמן,7.63,19.1,61,5.2,4.09,,,,,,,,4.6,1.8,,48,,2.2,2.7,0.8,,,,,1.6,4,304,,,,,,,,14.3,,,,,,,,,,1595,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,
541,"תחנת השאיבה ""בשפעה""",ירדן תחתון,2/5/2007,בקטוכם,הלל גלזמן,7.71,23.8,130,10,4.28,,,,,,,,7.5,13,,100,,0.4,3.7,0.31,,,,,1.1,3.5,116,,,,,,,,,,,730,,,,,,,1701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,"תחנת השאיבה ""בשפעה""",ירדן תחתון,12/11/2007,בקטוכם,הלל גלזמן,7.55,20.2,59,4.9,6.03,,,,,,,,6.8,15.7,,48,,0.05,3.4,0.72,,,,,1.1,2.7,311,,,,,,,,,,,460000,,,,,,,1829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,"תחנת השאיבה ""בשפעה""",ירדן תחתון,2/6/2008,בקטוכם,הלל גלזמן,7.95,27.9,78,6,5.74,,,,,,,,4.4,11.4,,78,,0.5,3.1,0.22,,,,,4,1.1,60,,,,,,,,2.3,,,90,,,,,,,1680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,"תחנת השאיבה ""בשפעה""",ירדן תחתון,11/11/2008,בקטוכם,הלל גלזמן,7.85,23.5,50,4,5.6,,,,,,,,2.1,8,,60,,0.05,0.2,0.04,,,,,0.4,2.1,5,,,,,,,,,,,40,,,,,,,1885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,"תחנת השאיבה ""בשפעה""",ירדן תחתון,25/5/2009,בקטוכם,הלל גלזמן,8.4,28.1,80,6.4,3.14,,,,,,,,4.5,5,,142,,0.05,0.2,0.04,,,,,0.5,4.5,123,,,,,,,,47.3,,,270,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,"תחנת השאיבה ""בשפעה""",ירדן תחתון,26/10/2009,בקטוכם,הלל גלזמן,7.58,24.2,55,4.4,5.58,,,,,,,,4.9,16,,58,,0.05,1,0.3,,,,,3,3.6,70,,,,,,,,13.2,,,1100,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,"תחנת השאיבה ""בשפעה""",ירדן תחתון,28/4/2010,בקטוכם,הלל גלזמן,7.93,25.3,80,6.5,5.98,,,,,,,,3.8,8.5,,36,,0.05,2.6,0.09,,,,,5,1.1,157,,,,,,,,8.9,,,300,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,"תחנת השאיבה ""בשפעה""",ירדן תחתון,17/11/2010,בקטוכם,הלל גלזמן,7.44,19.4,44,4,6.28,,,,,,,,12.4,3.5,,65,,2.7,6.9,0.51,,,,,0.2,5,74,,,,,,,,15.4,,,4000,,,,,,,1829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,"תחנת השאיבה ""בשפעה""",ירדן תחתון,28/6/2011,בקטוכם,הלל גלזמן,7.88,28.2,105,8.3,6.47,,,,,,,,4.7,10,,58,,0.05,1.8,0.19,,,,,0.7,2.7,133,,,,,,,,7.2,,,700,,,,,,,1687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,"תחנת השאיבה ""בשפעה""",ירדן תחתון,12/6/2012,בקטוכם,הלל גלזמן,8.04,30.5,121,9.3,6.61,,,,,,,,3.36,5,,52,,0.6,1.3,0.063,,,,,0.8,2,44,,,,,,,,14.2,,,390,,,,,,,1914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,"תחנת השאיבה ""בשפעה""",ירדן תחתון,11/12/2012,בקטוכם,הלל גלזמן,7.46,17.1,50,5,5.83,,,,,,,,7.69,3.3,,54,,6.1,0.2,0.09,,,,,2.3,7.6,18,,,,,,,,14.3,,,10000,,,,,,,1546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,"תחנת השאיבה ""בשפעה""",ירדן תחתון,6/5/2013,בקטוכם,הלל גלזמן,,,,,,,,,,,,,7.62,3.4,,32,,0.05,4.4,0.023,,,,,0.32,3.2,233,,,,,,,,6.5,,,1400,,,,,,,1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,"תחנת השאיבה ""בשפעה""",ירדן תחתון,20/11/2013,בקטוכם,הלל גלזמן,,,,,,,,,,,,,4.4,3.5,,48,,0.05,3.8,0.002,,,,,2.4,0.55,5,,,,,,,,15.6,,,4700,,,,,,,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,"תחנת השאיבה ""בשפעה""",ירדן תחתון,13/5/2014,בקטוכם,הלל גלזמן,,,,,,,,,,,,,20.75,1.5,,36,,6.1,11.2,0.15,,,,,0.2,9.4,5,,,,,,,,6.4,,,550,,,,,,,1495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
