קוד מקווה מים,שם תחנה,נחל/קבוצה,תאריך,מעבדה,Collector,pH,Temp (°C),Doxsat (%),Do (mg/l),Ec (Mmho/cm),Secchi (Cm),Nju (Jackson),צבע שדה,Q (m³/h),Dept (m),Turb (NTU),Hardness (mg/l),Ntot (mg/l),BODt (mg/l),BODs (mg/l),CODt (mg/l),CODs (mg/l),NH4 (mg/l),NO3 (mg/l),NO2 (mg/l),PO4 (mg/l),SO4 (mg/l),ABS (mg/l),Psos (mg/l),Ptot (mg/l),TKN (mg/l),TSS105 (mg/l),TSS550 (mg/l),TS (mg/l),TDS (mg/l),CO3 (mg/l),H2S (mg/l),HCO3 (mg/l),Rem_Cl (mg/l),Toc (mg/l),Minoil (mg/l),TPH (mg/l),Fcoli (cfu/100 ml),Ecoli (cfu/100 ml),TOTB (cfu/ml),Fstrp (cfu/100 ml),Coli (cfu/100 ml),Fentr (cfu/100 ml),Pseud (cfu/100 ml),Cl (mg/l),F (mg/l),Ca (mg/l),Mg (mg/l),Na (mg/l),K (mg/l),Br (mg/l),B (mg/l),Al (mg/l),Cd (mg/l),Cu (mg/l),Fe (mg/l),Ni (mg/l),Zn (mg/l),S (mg/l),Ti (mg/l),Si (mg/l),Pb (mg/l),Ag (mg/l),Cr (mg/l),Mn (mg/l),Co (mg/l),Li (mg/l),Ba (mg/l),Sr (mg/l),Mo (mg/l),As (mg/l),Sn (mg/l),Hg (mg/l),V (mg/l),Se (mg/l),Be (mg/l),Sb (mg/l),Xylene (µ/l),Toluen (µ/l),Benzen (µ/l),Note
538,גשר דלהמיה,ירדן תחתון,15/6/2012,בקטוכם,הלל גלזמן,7.68,26.3,60,5,7.2,,,,,,,,12.44,3.2,,,,0.05,0.2,0.24,,,,,2.9,12.2,124,,,,,,,,13.8,,,79000,,,,,,,2268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,גשר דלהמיה,ירדן תחתון,11/12/2012,בקטוכם,הלל גלזמן,7.31,16,40,4.3,6.19,,,,,,,,7.99,7.8,,36,,4.8,1.1,0.89,,,,,1.7,6,12,,,,,,,,5.5,,,12000,,,,,,,1695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,גשר דלהמיה,ירדן תחתון,6/5/2013,בקטוכם,הלל גלזמן,,,,,,,,,,,,,13.96,12,,,,0.05,2.25,4.21,,,,,1.5,7.5,231,,,,,,,,5.1,,,62000,,,,,,,2360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,גשר דלהמיה,ירדן תחתון,15/12/2013,בקטוכם,הלל גלזמן,,,,,,,,,,,,,8.1,6.3,,34,,0.05,7.8,0.6,,,,,2.65,0.33,48,,,,,,,,6.2,,,29000,,,,,,,1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,גשר דלהמיה,ירדן תחתון,13/5/2014,בקטוכם,הלל גלזמן,,,,,,,,,,,,,22.4,7.5,,46,,4.1,7.8,0.3,,,,,0.4,14.3,94,,,,,,,,7.3,,,31000,,,,,,,1794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,גשר דלהמיה,ירדן תחתון,12/11/2014,בקטוכם,הלל גלזמן,,,,,,,,,,,,,3.37,2,,44,,0.05,1.15,0.62,,,,,0.93,1.6,37,,,,,,,,12.23,,,92000,,,,,,,1552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,גשר דלהמיה,ירדן תחתון,26/5/2015,בקטוכם,הלל גלזמן,,,,,,,,,,,,,8.6528,9,,125,,0.05,4.4,1.03,,,,,1.53,3.2,524,,,,,,,,5.849,,,6300,,,,,,,1412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,גשר דלהמיה,ירדן תחתון,21/10/2015,בקטוכם,הלל גלזמן,,,,,,,,,,,,,4.7752,1.4,,,,0.05,2.1,0.2,,,,,0.54,2.5,-30,,,,,,,,6.3,,,670,,,,,,,1737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tss=חול-30
538,גשר דלהמיה,ירדן תחתון,17/5/2016,בקטוכם,הלל גלזמן,,,,,,,,,,,,,8.237,5.3,,38,,0.05,2.3,1.261,,,,,1.04,4.7,71.5,,,,,,,,4.566,,,2700,,,,,,,1559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,גשר דלהמיה,ירדן תחתון,8/11/2016,בקטוכם,הלל גלזמן,,,,,,,,,,,,,3.134,2.5,,35,,0.17,2,0.034,,,,,0.57,1.1,5,,,,,,,,3.16,,,2000,,,,,,,1664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,גשר דלהמיה,ירדן תחתון,8/5/2017,בקטוכם,הלל גלזמן,,,,,,,,,,,,,8.401,6.2,,36,,1.14,4.1,1.201,,,,,0.4,3.1,33.666,,,,,,,,4.75,,,1200,,,,,,,1673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,גשר דלהמיה,ירדן תחתון,6/11/2017,בקטוכם,הלל גלזמן,7.76,,,,5500,,,,,,,,2.79,1.8,,35,,0.1,1.6,0.038,,,,,0.21,1.15,9,,,,,,,,3,,,6500,,,,,,,1548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,גשר דלהמיה,ירדן תחתון,24/5/2018,בקטוכם,הלל גלזמן,,,,,,,,,,,,,1.97,4.5,,,,0.05,0.67,0.016,,,,,0.16,1.28,24,,,,,,,,32.3,,,2800,,,,,,,2199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,גשר דלהמיה,ירדן תחתון,13/11/2018,בקטוכם,דותן חרוש,,,,,,,,,,,,,3.3,0.8,,36,,0.05,2,0.013,,,,,0.34,1.29,13.5,,,,,,,,5.26,,,3300,,,,,,,1642.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,גשר דלהמיה,ירדן תחתון,21/5/2019,בקטוכם,דותן חרוש,,,,,,,,,,,,,3.55,0.9,,35,,0.34,1.94,0.029,,,,,0.3,1.58,20,,,,,,,,3.22,,,560,,,,,,,1705.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,גשר דלהמיה,ירדן תחתון,12/12/2019,בקטוכם,דותן חרוש,,,,,,,,,,,,,3.82,1.7,,35,,0.05,2.83,0.015,,,,,0.3,0.97,10.5,,,,,,,,4.04,,,1200,,,,,,,1748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,גשר דלהמיה,ירדן תחתון,23/4/2020,בקטוכם,דותן חרוש,,,,,,,,,,,,,4.42,1.9,,35,,0.05,2.32,0.101,,,,,0.21,2,60,,,,,,,,2.85,,,250,,,,,,,1647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,גשר דלהמיה,ירדן תחתון,26/10/2020,בקטוכם,דותן חרוש,,,,,,,,,,,,,3.04,0.6,,35,,0.05,2.11,0.025,,,,,0.35,0.9,19,,,,,,,,3.42,,,170,,,,,,,1664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,גשר דלהמיה,ירדן תחתון,31/10/2021,בקטוכם,הגר סבטי,,,,,,,,,,,,,4.42,0.7,,35,,0.1,2.21,0.154,,,,,0.25,2.06,1,,,,,,,,3.06,,,820,,,350,,,,1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"זרינה חזקה, מים צלולים יחסית."
538,גשר דלהמיה,ירדן תחתון,11/5/2022,בקטוכם,הגר סבטי,,,,,,,,,,,,,4.17,0.5,,35,,0.1,1.99,0.015,,,,,0.64,2.16,41.5,,,,,,,,4.23,,,670,,,210,,,,1205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"זרימה יפה, מים מעט ירקרקים אך צלולים."
538,גשר דלהמיה,ירדן תחתון,13/11/2022,בקטוכם,אורית כץ,,,,,,,,,,,,,3.52,0.5,,35,,0.1,2.09,0.008,,,,,0.7,1.42,17,,,,,,,,3.1,,,1600,,,240,,,,1508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ספיקה גבוהה, מים צלולים, קטע נחל רדוד."
538,גשר דלהמיה,ירדן תחתון,21/5/2023,בקטוכם,אורית כץ,,,,,,,,,,,,,4.49,0.5,,35,,0.27,1.66,0.045,,,,,0.48,2.78,30.5,,,,,,,,1.8,,,880,,,100,,,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,גשר דלהמיה,ירדן תחתון,5/5/2024,בקטוכם,אורית כץ,,,,,,,,,,,,,4.31,1.3,,,,0.1,2.89,0.061,,,,,0.52,1.36,46,,,4910,,,,,2,,,2000,,,10,,,,2170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,29/3/1995,,הלל גלזמן,7.93,18.7,,8.8,3.12,0.15,,,4500,,,,,5.4,,42,,0.56,,,,,0.02,,,,46,,,,,,,,,,,,,,,,,,814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,6/12/1995,,הלל גלזמן,7.51,16.2,,6.5,5.65,0.2,,,1200,,,,,9,,132,,3.9,,,,,0.1,,,,73,,,,,,,,,,,,,,,,,,1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,19/8/1996,,הלל גלזמן,7.9,29.9,63,4.7,7.45,0.25,,ירוק,,0.25,,,,17,,58,,,,,,,,,,7.71,109,,,,,,,,,,,,,,,,,,2183,,,,,,,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,27/11/1996,,הלל גלזמן,8.08,22.7,74,6.4,7.9,0.2,,ירוק,,0.25,,,,17.5,,137.5,,,,,,,,,,7.4,93,,,,,,,,,,,2.4,,,280,,,,2407,,,,,,,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,8/9/1997,,הלל גלזמן,7.52,27,53,4.3,7.43,,,,,,,,,11.3,,44.5,,,,,,,0.18,,,7.44,81,,,,,,,,,,,,,,,,,,1702,,,,,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,12/5/1998,,הלל גלזמן,7.51,26,51,4.1,6.51,,,,,,,,,1.4,,120,,,,,2,,,,,9.5,58,,,,,,,,,,,,,,,,,,2150,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,10/11/1998,,הלל גלזמן,7.4,23.2,95,7.9,5.7,,,,,,,,,7.7,,110,,,,,2.4,,,,,15,41,,,,,,,,,,,,,,,,,,1654,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,19/5/1999,,הלל גלזמן,7.6,28.2,34,2.6,8.3,,,,,,,,,2.5,,86,,,,,,,,,3,12.3,356,,,,,,,,,,,,,,,,,,2505,,,,,,,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,8/5/2000,,הלל גלזמן,8,26,52,3.9,7.55,,,,,,,,,7.6,,58,,8,,,8.2,0.5,,,,9,24.5,,,,,,,,,1,,9000,,,,,,,2304,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,23/10/2000,,הלל גלזמן,7.6,23.9,42,3.6,7.03,,,,,,,,,5.45,,67,,0.8,,,5.4,0.3,,,,2.7,30,,,,,,,,,1,,2400,,,,,,,1967,,,,,,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,23/4/2001,בקטוכם,הלל גלזמן,7.85,24.1,30,2.5,7.37,,,,,,,,,7.2,,52,,4.7,,,7.1,0.46,,,,4.3,13,,,,,,,,,5,,1200,,,,,,,2262,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,4/11/2001,בקטוכם,הלל גלזמן,7.7,21.7,51,4.6,6.96,,,,,,,,,5.7,,68,,0.4,,,6.1,0.24,,,,2.5,29,,,,,,,,,5,,560,,,,,,,2074,,,,,,,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,19/5/2002,בקטוכם,הלל גלזמן,7.8,26.7,4.4,56,8.07,,,,,,,,,15.9,,94,,6.1,,,6.7,0.05,,,,7.1,56,,,,,,,,,5,,4700,,,,,,,2446,,,,,,,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,11/11/2002,בקטוכם,הלל גלזמן,7.57,21.2,,,6.59,,,,,,,,,10.8,,42,,4.9,,,6.43,0.05,,,,5.2,11,,,,,,,,,5,,900,,,,,,,1927,,,,,,,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,2/6/2003,בקטוכם,הלל גלזמן,7.4,28.3,63,4.9,8.15,,,,,,,,,9.4,,159,,1,22.3,,3.4,0.23,,,,2.1,46,,,,,,,,,5,,190,,,,,,,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,5/11/2003,בקטוכם,הלל גלזמן,7.8,24.2,72,5.8,6.2,,,,,,,,,3.4,,61,,0.4,21.5,,2.7,0.07,,,,2.5,15,,,,,,,,,5,,1200,,,,,,,2042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,10/5/2004,בקטוכם,הלל גלזמן,7.6,26.4,92,7.3,6.42,,,,,,,,,8,,72,,0.4,,,4.9,0.58,,,,4,17,,,,,,,,,,,200,,,,,,,2180,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,10/11/2004,בקטוכם,הלל גלזמן,7.8,26,66,5.4,7.89,,,,,,,,,6.5,,66,,0.14,,,3.1,,,,,1.6,16,,,,,,,,,,,760,,,,,,,1790,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,19/5/2005,בקטוכם,הלל גלזמן,7.88,28.4,97,7.6,6.79,,,,,,,,,22.5,,48,,4.9,1.1,1.25,,,,,2.4,6.5,17,,,,,,,,,,,90,,,,,,,2259,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,N חנקן כללי = 8.9
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,16/11/2005,בקטוכם,הלל גלזמן,7.64,19.6,70,6,5.82,,,,,,,,7.8,10,,36,,1.3,3.4,1.6,,,,,2.3,2.8,5,,,,,,,,,,,2100,,,,,,,1858,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,17/5/2006,בקטוכם,הלל גלזמן,7.55,25.3,58,4.7,6.34,,,,,,,,7.2,13,,32,,2.8,1.6,0.94,,,,,2.9,4.7,5,,,,,,,,11.7,,,1800,,,,,,,2116,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,7/11/2006,בקטוכם,הלל גלזמן,7.55,19.8,68,5.8,4.28,,,,,,,,7,1.4,,40,,0.9,4.1,1.18,,,,,2.2,1.7,62,,,,,,,,10.6,,,,,,,,,,1772,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,2/5/2007,בקטוכם,הלל גלזמן,7.46,24.5,85,6.7,4.74,,,,,,,,13,18,,86,,1.3,4.4,1.42,,,,,6.1,7.2,5,,,,,,,,,,,1400,,,,,,,1914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,12/11/2007,בקטוכם,הלל גלזמן,7.57,20.5,57,5.4,6.4,,,,,,,,6.9,14.2,,45,,0.05,3.7,1.02,,,,,2.8,2.2,5,,,,,,,,,,,120,,,,,,,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,2/6/2008,בקטוכם,הלל גלזמן,7.78,28.7,53,4,7.35,,,,,,,,6.3,4.2,,54,,0.8,4.6,0.59,,,,,4.6,1.1,60,,,,,,,,2.2,,,220,,,,,,,2304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,11/11/2008,בקטוכם,הלל גלזמן,7.68,21,48,4,6.12,,,,,,,,7.4,2,,40,,0.3,4.6,0.48,,,,,2,2.3,7,,,,,,,,,,,70,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,25/5/2009,בקטוכם,הלל גלזמן,8.25,26.4,72,6,3.46,,,,,,,,9.9,7.3,,144,,0.05,3.1,1,,,,,2.3,5.8,38,,,,,,,,52.4,,,1100,,,,,,,1773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,26/10/2009,בקטוכם,הלל גלזמן,7.5,24,40,3.5,5.85,,,,,,,,6.8,18.6,,56,,0.05,1.6,3.1,,,,,2,2.1,20,,,,,,,,3.55,,,900,,,,,,,2162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,28/4/2010,בקטוכם,הלל גלזמן,7.64,25,62,5.2,7.05,,,,,,,,11.5,12,,64,,1.2,0.9,1.63,,,,,1,9,25,,,,,,,,9.2,,,100,,,,,,,2375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,17/11/2010,בקטוכם,הלל גלזמן,7.38,20.5,27,2.5,7.1,,,,,,,,11.9,20,,48,,1.6,0.8,1.1,,,,,1,10,5,,,,,,,,6,,,250,,,,,,,2240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,28/6/2011,בקטוכם,הלל גלזמן,7.55,29.6,64,4.8,7.54,,,,,,,,8.2,6.5,,46,,0.05,0.8,0.72,,,,,1.5,6.7,5,,,,,,,,5.7,,,2800,,,,,,,2197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,13/11/2011,בקטוכם,הלל גלזמן,7.51,18.3,58,5.7,6.6,,,,,,,,8.1,6.1,,32,,0.2,4.5,1.56,,,,,0.7,2,5,,,,,,,,6.7,,,14000,,,,,,,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,12/6/2012,בקטוכם,הלל גלזמן,7.63,29.4,58,4.5,7.18,,,,,,,,7.13,2.2,,,,0.05,1,1.13,,,,,1.4,5,5,,,,,,,,14.4,,,390,,,,,,,1914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,11/12/2012,בקטוכם,הלל גלזמן,7.38,17.2,38,3,6,,,,,,,,8.85,2,,30,,2.4,3.8,1.75,,,,,1.4,3.3,5,,,,,,,,4.9,,,4000,,,,,,,1680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,6/5/2013,בקטוכם,הלל גלזמן,,,,,,,,,,,,,8.77,0.6,,,,0.05,6.7,0.067,,,,,1.5,2,52,,,,,,,,4.5,,,1600,,,,,,,2119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,20/11/2013,בקטוכם,הלל גלזמן,,,,,,,,,,,,,6.6,7.6,,30,,0.05,6.5,0.14,,,,,1.6,0.1,5,,,,,,,,5.3,,,2500,,,,,,,1382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,13/5/2014,בקטוכם,הלל גלזמן,,,,,,,,,,,,,15.6,5.7,,44,,2.1,6.7,0.5,,,,,0.2,8.4,12,,,,,,,,8,,,5500,,,,,,,1822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,12/11/2014,בקטוכם,הלל גלזמן,,,,,,,,,,,,,4.22,1.8,,47,,0.05,3.1,0.32,,,,,0.7,0.8,25,,,,,,,,5.9,,,32000,,,,,,,1559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,26/5/2015,בקטוכם,הלל גלזמן,,,,,,,,,,,,,7.1766,0.7,,35,,0.05,6.1,0.079,,,,,0.36,1,36,,,,,,,,5.409,,,780,,,,,,,1687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,21/10/2015,בקטוכם,הלל גלזמן,,,,,,,,,,,,,3.5076,1.8,,35,,0.05,2.2,0.07,,,,,0.47,1.2,7,,,,,,,,6.2,,,540,,,,,,,1531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,17/5/2016,בקטוכם,הלל גלזמן,,,,,,,,,,,,,5.9312,4.9,,44,,0.55,3.9,0.242,,,,,1.45,1.8,39.5,,,,,,,,6.332,,,2900,,,,,,,1541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,8/11/2016,בקטוכם,הלל גלזמן,,,,,,,,,,,,,5.521,3.1,,44,,0.05,2.5,0.021,,,,,0.46,3,7,,,,,,,,3.65,,,570,,,,,,,1614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,8/5/2017,בקטוכם,הלל גלזמן,,,,,,,,,,,,,4.511,4.3,,44,,0.05,3.2,0.111,,,,,0.44,1.2,29,,,,,,,,4.67,,,600,,,,,,,1630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,6/11/2017,בקטוכם,הלל גלזמן,7.84,,,,5550,,,,,,,,3.27,2.9,,48,,0.05,1.9,0.011,,,,,0.24,1.36,17.5,,,,,,,,3.7,,,70,,,,,,,1492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,24/5/2018,בקטוכם,הלל גלזמן,,,,,,,,,,,,,2.33,3.8,,,,0.05,1.29,0.025,,,,,0.38,1.01,20,,,,,,,,22.5,,,890,,,,,,,1693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,13/11/2018,בקטוכם,דותן חרוש,,,,,,,,,,,,,3.12,0.5,,35,,0.05,1.89,0.006,,,,,0.28,1.22,10,,,,,,,,3.55,,,1800,,,,,,,1946.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,21/5/2019,בקטוכם,דותן חרוש,,,,,,,,,,,,,4.32,4.2,,35,,0.14,2.23,0.02,,,,,0.3,2.07,29,,,,,,,,3.68,,,110,,,,,,,1709.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,12/12/2019,בקטוכם,דותן חרוש,,,,,,,,,,,,,3.98,3.3,,35,,0.05,3.07,0.013,,,,,0.3,0.9,11,,,,,,,,3.85,,,750,,,,,,,1783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,23/4/2020,בקטוכם,דותן חרוש,,,,,,,,,,,,,4.57,1.2,,35,,0.05,2.31,0.33,,,,,0.44,1.93,117,,,,,,,,4.21,,,1200,,,,,,,1557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,26/10/2020,בקטוכם,דותן חרוש,,,,,,,,,,,,,4.08,0.7,,35,,0.05,2.82,0.016,,,,,0.27,1.24,30.5,,,,,,,,3.8,,,580,,,,,,,1649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,31/10/2021,בקטוכם,הגר סבטי,,,,,,,,,,,,,4.1,0.7,,35,,0.1,2.25,0.053,,,,,0.34,1.8,1,,,,,,,,3.01,,,730,,,220,,,,1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מים ירקרקים לא ממש עכורים.
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,11/5/2022,בקטוכם,הגר סבטי,,,,,,,,,,,,,3.81,0.5,,35,,0.31,2.13,0.036,,,,,0.47,1.64,8.5,,,,,,,,3.59,,,210,,,120,,,,1602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"מים צולילים, מפלס מעט נמוך, מלמעלה המים נראים יקרקים, שפמנונים גדולים."
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,13/11/2022,בקטוכם,אורית כץ,,,,,,,,,,,,,4.82,0.8,,35,,0.1,2.61,0.021,,,,,0.72,2.19,13,,,,,,,,3.5,,,1100,,,440,,,,1483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"מים ירקרקים צלולים, ספיקה חלשה, קטע נחל רחב."
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,21/5/2023,בקטוכם,אורית כץ,,,,,,,,,,,,,2.7,0.8,,35,,0.33,1.43,0.04,,,,,0.43,1.23,1,,,,,,,,2,,,300,,,120,,,,1750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,גשר הישנה מורד כניסת הירמוך,ירדן תחתון,5/5/2024,בקטוכם,אורית כץ,,,,,,,,,,,,,4.59,0.8,,35,,0.1,3.21,0.064,,,,,0.33,1.32,73.5,,,4590,,,,,3.2,,,70,,,40,,,,2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,גשר שייח חוסיין,ירדן תחתון,9/11/1999,,הלל גלזמן,7.8,,92,8.01,6.22,,,,,,,,,12.3,,92,,,,,,,,,2.47,5.3,123,,,,,,,,,,,190000,,,,,,,1843,,250,170,810,43,,0.95,0.7,0.015,0.02,0.87,0.03,0.05,,,,,,,,,,,,,,,,,,,,,,,
